,y,x
2335,ham,Which is weird because I know I had it at one point
4310,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
4180,ham,"Ok da, i already planned. I wil pick you."
5404,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
495,ham,Got meh... When?
2082,ham,I'm done oredi...
350,ham,"Nah can't help you there, I've never had an iphone"
817,ham,Also are you bringing galileo or dobby
5342,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
3608,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
3859,ham,Yep. I do like the pink furniture tho.
2436,ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
3118,ham,Stop knowing me so well!
5544,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
1672,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
180,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
842,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
2595,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
4002,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
677,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
3018,ham,Wat time do u wan 2 meet me later?
1346,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
1247,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
1579,ham,"Why is that, princess? I bet the brothas are all chasing you!"
539,ham,"I am in tirupur da, once you started from office call me."
169,ham,Yes :)it completely in out of form:)clark also utter waste.
2088,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
2951,ham,Tell me whos this pls:-)
5079,ham,\Keep ur problems in ur heart
2467,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
5162,ham,Just send a text. We'll skype later.
1782,ham,My uncles in Atlanta. Wish you guys a great semester.
1816,ham,Are you going to write ccna exam this week??
3946,ham,"Sorry, went to bed early, nightnight"
4052,ham,I was slept that time.you there?
414,spam,100 dating service cal;l 09064012103 box334sk38ch
2064,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
1491,spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
2597,ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
1858,ham,"Sir, i am waiting for your call."
1702,ham,I have lost 10 kilos as of today!
4711,ham,Thats cool princess! I will cover your face in hot sticky cum :)
3104,ham,Or remind me in a few hrs.
4328,ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
423,spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
4947,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
4437,ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
4869,ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
5179,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
1680,ham,Okay... We wait ah
3247,ham,Also track down any lighters you can find
4781,ham,"Call me, i am senthil from hsbc."
713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
5521,ham,You are a big chic. Common. Declare
4839,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
1614,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
5037,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
1722,ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
718,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
1879,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
161,ham,New car and house for my parents.:)i have only new job in hand:)
4183,ham,I just really need shit before tomorrow and I know you won't be awake before like 6
3895,spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
5514,ham,Oh... Okie lor...We go on sat... 
571,ham,Do you know where my lab goggles went
3991,ham,"Dizzamn, aight I'll ask my suitemates when I get back"
5507,ham,I want to be inside you every night...
1888,ham,No. On the way home. So if not for the long dry spell the season would have been over
214,ham,Sounds great! Are you home now?
2828,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
2493,ham,they released another Italian one today and it has a cosign option
4499,ham,Nvm take ur time.
3438,ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
3267,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
2068,ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
1230,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
1615,ham,Mm i had my food da from out
542,ham,But am going to college pa. What to do. are else ill come there it self. Pa.
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
39,ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
3597,ham,"Aight, we'll head out in a few"
3129,ham,Ok. But i finish at 6.
2675,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
545,ham,Then any special there?
3170,ham,Still otside le..u come 2morrow maga..
2251,ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
4456,ham,Aight should I just plan to come up later tonight?
3632,ham,Hui xin is in da lib.
3803,ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
2544,ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
4746,ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
4717,ham,My uncles in Atlanta. Wish you guys a great semester.
4058,spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
1411,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
3966,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
1599,ham,"Yeah probably, I still gotta check out with leo"
2601,ham,Okie
548,ham,Wait  &lt;#&gt;  min..
4958,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
3511,ham,Already one guy loving you:-.
2729,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
4552,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
2053,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
791,ham,All e best 4 ur driving tmr :-)
4691,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
3105,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
3939,ham,Does daddy have a bb now.
247,ham,Kallis wont bat in 2nd innings.
604,ham,Meet after lunch la...
4770,ham,Hi..i got the money da:)
2918,ham,Is xy in ur car when u picking me up?
2014,ham,Ambrith..madurai..met u in arun dha marrge..remembr?
2475,ham,Mm i am on the way to railway
4466,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
1856,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
3173,ham,It vl bcum more difficult..
1394,ham,R we still meeting 4 dinner tonight?
1424,ham,Yes.. now only saw your message..
5495,ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
1330,ham,"Aight no rush, I'll ask jay"
802,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
4817,ham,How's ur paper?
5085,ham,Sorry i missed your call. Can you please call back.
932,ham,So do you have samus shoulders yet
2734,ham,Can you do a mag meeting this avo at some point?
3031,ham,Jokin only lar... :-) depends on which phone my father can get lor...
4511,ham,Now project pa. After that only i can come.
123,ham,I am going to sao mu today. Will be done only at 12 
777,ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
1215,ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
1594,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
1031,ham,Yup bathe liao...
4754,ham,U wan 2 haf lunch i'm in da canteen now.
3696,spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
1338,ham,Aight sorry I take ten years to shower. What's the plan?
1390,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
4038,ham,I cant pick the phone right now. Pls send a message
461,ham,Great. Never been better. Each day gives even more reasons to thank God
1985,ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
5311,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
